epoch,train Loss,training accuracy,val_accurate
1,1.20682013,0.403206292,0.244505495
2,1.099647641,0.546279492,0.494505495
3,0.871788085,0.611917725,0.508241758
4,0.758928597,0.649122807,0.532967033
5,0.864118516,0.668179068,0.521978022
6,0.737738311,0.701451906,0.601648352
7,0.767466724,0.748638838,0.532967033
8,0.730693102,0.748033878,0.662087912
9,0.616104782,0.792800968,0.56043956
10,0.476437241,0.818209316,0.637362637
11,0.512194216,0.825166364,0.538461538
12,0.361337304,0.843012704,0.695054945
13,0.394096375,0.855414398,0.64010989
14,0.302249759,0.89261948,0.651098901
15,0.326411486,0.899576528,0.618131868
16,0.255994767,0.929219601,0.618131868
17,0.373007119,0.94676346,0.60989011
18,0.302111566,0.928009679,0.648351648
19,0.309320748,0.936176649,0.623626374
20,0.105513476,0.94676346,0.642857143
21,0.083160438,0.959165154,0.64010989
22,0.198930278,0.954325469,0.601648352
23,0.099112481,0.969147005,0.651098901
24,0.110554926,0.980641258,0.664835165
25,0.031473704,0.975801573,0.659340659
26,0.061309323,0.980943739,0.637362637
27,0.046209853,0.990320629,0.631868132
28,0.075585507,0.989715668,0.675824176
29,0.057255872,0.988808227,0.656593407
30,0.047143675,0.979431337,0.612637363
31,0.049248584,0.985480944,0.648351648
32,0.059075654,0.988505747,0.681318681
33,0.044969406,0.990320629,0.681318681
34,0.079560421,0.991833031,0.642857143
35,0.02380833,0.988808227,0.686813187
36,0.018250421,0.99092559,0.642857143
37,0.017563546,0.986993345,0.653846154
38,0.191673979,0.973986691,0.612637363
39,0.220648706,0.957047792,0.618131868
40,0.101043105,0.968239564,0.667582418
41,0.032607574,0.976709014,0.675824176
42,0.076117262,0.976104053,0.642857143
43,0.020772772,0.986993345,0.711538462
44,0.061361354,0.993345433,0.667582418
45,0.003630968,0.996975197,0.700549451
46,0.002227402,0.999092559,0.700549451
47,0.015720284,0.999092559,0.673076923
48,0.000910868,0.999092559,0.692307692
49,0.000373324,0.998790079,0.703296703
50,0.001800112,0.998487598,0.700549451
51,0.004494404,0.999395039,0.700549451
52,0.000927613,1,0.700549451
53,0.022904122,0.997882638,0.684065934
54,0.014121883,0.996370236,0.692307692
55,0.004992396,0.996370236,0.700549451
56,0.011541078,0.992740472,0.686813187
57,0.048087366,0.990623109,0.634615385
58,0.116495162,0.987295826,0.673076923
59,0.03033457,0.985480944,0.667582418
60,0.048180737,0.980338778,0.673076923
61,0.081512377,0.984875983,0.662087912
62,0.027122945,0.984271022,0.673076923
63,0.192994267,0.976709014,0.675824176
64,0.049094096,0.97307925,0.659340659
65,0.05112214,0.97307925,0.659340659
66,0.01686641,0.989715668,0.675824176
67,0.028010115,0.988505747,0.678571429
68,0.022200879,0.989715668,0.681318681
69,0.018595049,0.990018149,0.675824176
70,0.016110986,0.995765275,0.662087912
71,0.008033042,0.995765275,0.71978022
72,0.021169562,0.996370236,0.678571429
73,0.004497271,0.996370236,0.662087912
74,0.018518053,0.998185118,0.703296703
75,0.001850856,0.99969752,0.681318681
76,0.01410294,0.997882638,0.684065934
77,0.001698685,0.999092559,0.686813187
78,0.000957949,0.999092559,0.708791209
79,0.000181457,1,0.708791209
80,0.000952938,0.999092559,0.706043956
81,0.000397889,0.999395039,0.634615385
82,0.003360923,1,0.697802198
83,0.001436686,1,0.703296703
84,0.016144251,0.999395039,0.700549451
85,0.000252757,0.999395039,0.697802198
86,0.043211006,0.997580157,0.681318681
87,0.000573821,0.996975197,0.659340659
88,0.019265302,0.993950393,0.623626374
89,0.069505431,0.986993345,0.651098901
90,0.052527241,0.97338173,0.653846154
91,0.112550557,0.966424682,0.56043956
92,0.092614405,0.963702359,0.626373626
93,0.035058089,0.970054446,0.662087912
94,0.007998514,0.985783424,0.659340659
95,0.027200187,0.987598306,0.675824176
96,0.00372542,0.994252874,0.700549451
97,0.073609516,0.996975197,0.725274725
98,0.013564937,0.998790079,0.684065934
99,0.060226757,0.998487598,0.706043956
100,0.112976365,0.998185118,0.684065934
,0.000181457,1,0.71978022
