epoch,train Loss,training accuracy,val_accurate
1,0.876118481,0.54506957,0.615384615
2,0.832099617,0.707199032,0.673076923
3,0.619894028,0.748941319,0.675824176
4,0.459790915,0.785238959,0.681318681
5,0.573355794,0.818209316,0.730769231
6,0.710456669,0.844827586,0.64010989
7,0.511492431,0.878100423,0.623626374
8,0.185684338,0.913793103,0.637362637
9,0.251925886,0.933454325,0.706043956
10,0.30101952,0.948578342,0.692307692
11,0.130919442,0.964912281,0.711538462
12,0.202140212,0.977011494,0.697802198
13,0.15802969,0.966727163,0.700549451
14,0.024858957,0.971264368,0.68956044
15,0.134941757,0.981548699,0.766483516
16,0.019912973,0.994252874,0.744505495
17,0.006323562,0.992740472,0.758241758
18,0.016376896,0.996975197,0.739010989
19,0.050646454,0.999092559,0.760989011
20,0.004777643,0.997580157,0.752747253
21,0.004079493,0.995765275,0.722527473
22,0.069117524,0.996975197,0.758241758
23,0.05372237,0.992135511,0.68956044
24,0.084845431,0.979431337,0.68956044
25,0.237931907,0.952510587,0.711538462
26,0.01149885,0.975499093,0.747252747
27,0.053104889,0.988203267,0.711538462
28,0.244105503,0.996672716,0.730769231
29,0.007181218,0.996067756,0.730769231
30,0.00242002,0.995462795,0.744505495
31,0.031471927,0.993345433,0.728021978
32,0.012745074,0.993647913,0.733516484
33,0.001020567,0.996370236,0.752747253
34,0.022559756,0.998185118,0.675824176
35,0.002967948,0.994555354,0.714285714
36,0.007693762,0.997277677,0.736263736
37,0.036061808,0.997277677,0.744505495
38,0.004804187,0.994857834,0.71978022
39,0.000950915,0.993042952,0.741758242
40,0.126936123,0.980943739,0.695054945
41,0.028911809,0.979431337,0.722527473
42,0.140646785,0.984573503,0.739010989
43,0.085821226,0.983968542,0.752747253
44,0.232792124,0.984875983,0.725274725
45,0.007948275,0.980036298,0.722527473
46,0.009586185,0.994555354,0.708791209
47,0.000471688,0.999395039,0.741758242
48,0.006596015,0.999092559,0.755494505
49,0.000760832,0.999092559,0.75
50,0.002331292,0.998185118,0.75
51,0.000291668,0.99969752,0.75
52,0.014887675,1,0.752747253
53,0.001087122,1,0.741758242
54,0.000799362,1,0.752747253
55,8.00E-05,1,0.75
56,0.002754183,1,0.747252747
57,0.001231927,0.998185118,0.733516484
58,0.002108522,0.996067756,0.725274725
59,0.057012826,0.996975197,0.71978022
60,0.008699055,0.993042952,0.697802198
61,0.013663173,0.990018149,0.739010989
62,0.062225655,0.987598306,0.706043956
63,0.049335446,0.986690865,0.725274725
64,0.128029376,0.986085904,0.711538462
65,0.002719455,0.986085904,0.678571429
66,0.003626209,0.987598306,0.722527473
67,0.017592566,0.995765275,0.728021978
68,0.026301004,0.995765275,0.728021978
69,0.014975802,0.997277677,0.747252747
70,0.015357717,0.998185118,0.71978022
71,0.013314903,0.996672716,0.700549451
72,0.00264158,0.994555354,0.681318681
73,0.043532163,0.992740472,0.741758242
74,0.002266008,0.995765275,0.703296703
75,0.001984908,0.997580157,0.758241758
76,0.011135325,0.997882638,0.75
77,0.000116648,0.99969752,0.741758242
78,0.000540378,1,0.744505495
79,0.000751203,0.99969752,0.736263736
80,0.00528505,1,0.760989011
81,0.000601079,0.99969752,0.739010989
82,0.000313195,0.999395039,0.744505495
83,5.07E-05,1,0.752747253
84,0.000279447,1,0.747252747
85,0.000221191,1,0.730769231
86,1.85E-05,1,0.739010989
87,3.56E-05,1,0.730769231
88,0.020493189,0.99969752,0.722527473
89,0.000248117,0.999395039,0.725274725
90,0.081411131,0.990320629,0.708791209
91,0.16061902,0.938294011,0.659340659
92,0.013368919,0.976709014,0.684065934
93,0.003484319,0.995160315,0.722527473
94,0.004236196,0.998487598,0.75
95,0.001457641,0.99969752,0.733516484
96,0.000341845,0.99969752,0.75
97,0.001064783,1,0.752747253
98,0.002389618,1,0.752747253
99,0.000165214,1,0.75
100,0.000503609,1,0.744505495
,1.85101E-05,1,0.766483516
