epoch,train Loss,training accuracy,val_accurate
1,1.271692872,0.325771325,0.423076923
2,1.229797244,0.437991531,0.508241758
3,0.846372962,0.493647913,0.508241758
4,1.096276283,0.532062916,0.549450549
5,0.916785002,0.542347247,0.552197802
6,0.906953812,0.591651543,0.620879121
7,0.774808884,0.637326074,0.57967033
8,0.974986196,0.630973987,0.659340659
9,1.085051894,0.659104658,0.659340659
10,0.745231748,0.662734422,0.645604396
11,0.742997169,0.670598911,0.618131868
12,0.768760502,0.680580762,0.656593407
13,0.822494388,0.70538415,0.653846154
14,0.740570724,0.712946158,0.67032967
15,0.659026444,0.728372656,0.651098901
16,0.7789132,0.738052027,0.673076923
17,0.694077253,0.734119782,0.651098901
18,0.813968539,0.737144586,0.607142857
19,0.525412858,0.760435572,0.675824176
20,0.797879994,0.7676951,0.681318681
21,0.73756516,0.768602541,0.651098901
22,0.62963897,0.758318209,0.645604396
23,0.654887319,0.779189353,0.656593407
24,0.446181297,0.782516636,0.656593407
25,0.58539027,0.778281912,0.684065934
26,0.547944486,0.807622505,0.664835165
27,0.296984613,0.801270417,0.664835165
28,0.627077699,0.806715064,0.645604396
29,0.379454613,0.798245614,0.664835165
30,0.503952265,0.825166364,0.667582418
31,0.427662522,0.817604356,0.648351648
32,0.581317782,0.823351482,0.662087912
33,0.530592978,0.840895342,0.684065934
34,0.794676125,0.849667272,0.697802198
35,0.230767325,0.849364791,0.697802198
36,0.358452946,0.845130067,0.686813187
37,0.427541643,0.851179673,0.706043956
38,0.55785501,0.843315185,0.678571429
39,0.306272447,0.852692075,0.653846154
40,0.479925156,0.854809437,0.651098901
41,0.458446592,0.877495463,0.673076923
42,0.254787117,0.866606171,0.684065934
43,0.144151285,0.894131881,0.686813187
44,0.715492606,0.869933454,0.656593407
45,0.509476125,0.861161525,0.700549451
46,0.44251892,0.906231095,0.678571429
47,0.193356037,0.90199637,0.686813187
48,0.297864348,0.911373261,0.68956044
49,0.334048033,0.893829401,0.651098901
50,0.52714622,0.879612825,0.703296703
51,0.154952168,0.913188143,0.695054945
52,0.239996433,0.899576528,0.68956044
53,0.557634056,0.891712039,0.642857143
54,0.336674869,0.862976407,0.653846154
55,0.293606788,0.923472474,0.68956044
56,0.294882357,0.913793103,0.67032967
57,0.338241518,0.908953418,0.664835165
58,0.221839249,0.932546884,0.703296703
59,0.159776106,0.930127042,0.697802198
60,0.161723495,0.936176649,0.711538462
61,0.152938679,0.930429522,0.686813187
62,0.13602218,0.929824561,0.711538462
63,0.267306328,0.932244404,0.703296703
64,0.116413459,0.941016334,0.697802198
65,0.222286865,0.950998185,0.681318681
66,0.333573908,0.920750151,0.722527473
67,0.405423343,0.931336963,0.714285714
68,0.110826336,0.941923775,0.686813187
69,0.099631727,0.949183303,0.717032967
70,0.132206872,0.950090744,0.692307692
71,0.085126698,0.958862674,0.700549451
72,0.164064407,0.960677556,0.697802198
73,0.190475076,0.958257713,0.681318681
74,0.116891511,0.945251059,0.662087912
75,0.07141944,0.932546884,0.684065934
76,0.546797037,0.923774955,0.678571429
77,0.218292445,0.916817907,0.675824176
78,0.165576369,0.927707199,0.678571429
79,0.224386483,0.951300665,0.681318681
80,0.037304454,0.958560194,0.675824176
81,0.298257053,0.968542045,0.664835165
82,0.133299708,0.966424682,0.68956044
83,0.231309772,0.954627949,0.656593407
84,0.19513312,0.943133696,0.662087912
85,0.071666561,0.953418028,0.722527473
86,0.279688746,0.956745312,0.697802198
87,0.066081725,0.962492438,0.700549451
88,0.046555936,0.968542045,0.695054945
89,0.209502742,0.959770115,0.692307692
90,0.25086841,0.945856019,0.697802198
91,0.047221817,0.941923775,0.71978022
92,0.129765242,0.934361766,0.708791209
93,0.03710467,0.949183303,0.695054945
94,0.03573956,0.969449486,0.684065934
95,0.058031984,0.975499093,0.681318681
96,0.211266771,0.951300665,0.700549451
97,0.540179908,0.933151845,0.697802198
98,0.063187346,0.931941924,0.700549451
99,0.309962124,0.955837871,0.717032967
100,0.087339558,0.949788264,0.692307692
,0.03573956,0.975499093,0.722527473
