epoch,train Loss,training accuracy,val_accurate
1,0.882053309,0.540513615,0.642855409
2,0.834063798,0.725019829,0.721746954
3,0.625999927,0.712208356,0.695468205
4,0.467003348,0.778841142,0.72559408
5,0.582295227,0.772394542,0.768872235
6,0.718834604,0.866892577,0.672611443
7,0.52086835,0.880960422,0.644986619
8,0.185867844,0.953379186,0.682011633
9,0.257334327,0.915862127,0.716721098
10,0.305590726,0.944958425,0.730363749
11,0.136219746,1,0.728507679
12,0.211455655,0.996904027,0.740854638
13,0.160193413,0.958498086,0.728679058
14,0.029179822,0.956898945,0.691265651
15,0.136997636,0.977177593,0.768720351
16,0.024398855,1,0.774250129
17,0.006323562,1,0.801313574
18,0.016901671,1,0.759655613
19,0.056701271,1,0.780416366
20,0.004777643,1,0.775811921
21,0.004079493,0.977917592,0.756746177
22,0.071721311,1,0.776389918
23,0.061151305,1,0.695186513
24,0.086289298,0.941993661,0.712196875
25,0.245298201,0.919098568,0.727650482
26,0.011507745,0.990606848,0.767988544
27,0.059964905,1,0.751653907
28,0.24649865,0.961838847,0.750189984
29,0.007181218,1,0.759000564
30,0.00242002,1,0.777232582
31,0.037898088,0.954529097,0.753619485
32,0.014885436,0.977510638,0.783441462
33,0.001020567,0.983329901,0.758598602
34,0.024471242,0.998420486,0.724185736
35,0.002967948,1,0.731329725
36,0.007693762,0.999649816,0.77810288
37,0.039583983,0.99701467,0.768939275
38,0.004804187,0.992971884,0.75493874
39,0.000950915,0.960270368,0.771278613
40,0.133361059,0.997612594,0.720380085
41,0.029030431,1,0.730275547
42,0.144465708,0.980245269,0.74178143
43,0.093566994,1,0.790931335
44,0.236147239,0.939019778,0.765042302
45,0.007948275,0.956255644,0.756322496
46,0.009586185,1,0.729971225
47,0.000471688,1,0.753490793
48,0.006596015,0.992793244,0.793899347
49,0.000760832,1,0.752940351
50,0.002331292,1,0.780544386
51,0.000291668,1,0.763770899
52,0.015719583,0.97871632,0.78832298
53,0.001087122,0.999325231,0.779754573
54,0.000799362,0.951571694,0.772007098
55,8.00E-05,0.986757228,0.783114251
56,0.002754183,1,0.755313293
57,0.001231927,1,0.751433973
58,0.002108522,0.975978488,0.767303563
59,0.058150271,1,0.738433089
60,0.008699055,0.946831641,0.735418237
61,0.021227665,0.958784935,0.765996056
62,0.068452068,0.996421208,0.735825435
63,0.053624839,1,0.774289113
64,0.131910337,0.973210617,0.725154175
65,0.002719455,0.947248497,0.697528139
66,0.003626209,1,0.753182135
67,0.025896991,1,0.739612641
68,0.029440602,1,0.764154948
69,0.020126622,1,0.782415343
70,0.024508965,1,0.749254221
71,0.016656708,0.971751935,0.7016173
72,0.00264158,0.998573633,0.686031647
73,0.050733731,1,0.780605631
74,0.002266008,0.98762783,0.748887625
75,0.001984908,1,0.76595387
76,0.015551555,1,0.770705978
77,0.000116648,0.957156232,0.771005609
78,0.000540378,1,0.760457187
79,0.000751203,0.988450564,0.769967494
80,0.00528505,1,0.771794233
81,6.01079E-06,1,0.776509207
82,0.000313195,1,0.749184167
83,5.07E-05,1,0.796027155
84,0.000279447,0.963875368,0.758671632
85,0.000221191,0.975704834,0.756373103
86,1.85E-05,1,0.752103012
87,3.56E-05,1,0.743115396
88,0.021403051,1,0.726812098
89,0.000248117,0.98140678,0.745893972
90,0.085393739,1,0.714183748
91,0.162802221,0.984471169,0.675919389
92,0.01671903,0.99348152,0.711568659
93,0.003484319,0.98260203,0.742145728
94,0.004236196,0.963768453,0.794033235
95,0.001457641,1,0.769270083
96,0.000341845,0.998381513,0.780515363
97,0.001064783,0.98583778,0.800936161
98,0.002389618,1,0.781420463
99,0.000165214,0.983008245,0.79278903
100,0.000503609,0.975500973,0.768796168
,6.01E-06,1,0.801313574
